Type, YearCreated, YearReported,  Market, FromPool, To_Gas/Pool, AmountEmitted, AmountRetained
5, 1, 7, 301, 206, 206,   0, 5.30188772191378
5, 1, 8, 301, 206, 2006, 0.0958335311339056,   0
5, 1, 8, 301, 206, 206,   0, 5.20605419077988
5, 1, 9, 301, 206, 2006, 0.0941013055245943,   0
5, 1, 9, 301, 206, 206,   0, 5.11195288525528
5, 1, 10, 301, 206, 2006, 0.0924003905173869,   0
5, 1, 10, 301, 206, 206,   0, 5.0195524947379
5, 1, 11, 301, 206, 2006, 0.0907302201618672,   0
5, 1, 11, 301, 206, 206,   0, 4.92882227457603
5, 1, 12, 301, 206, 2006, 0.0890902387373762,   0
5, 1, 12, 301, 206, 206,   0, 4.83973203583865
5, 1, 13, 301, 206, 2006, 0.0874799005681117,   0
5, 1, 13, 301, 206, 206,   0, 4.75225213527054
5, 1, 14, 301, 206, 2006, 0.0858986698415451,   0
5, 1, 14, 301, 206, 206,   0, 4.666353465429
5, 1, 15, 301, 206, 2006, 0.0843460204301678,   0
5, 1, 15, 301, 206, 206,   0, 4.58200744499883
5, 1, 16, 301, 206, 2006, 0.0828214357164061,   0
5, 1, 16, 301, 206, 206,   0, 4.49918600928242
5, 1, 17, 301, 206, 2006, 0.081324408420735,   0
5, 1, 17, 301, 206, 206,   0, 4.41786160086169
5, 1, 18, 301, 206, 2006, 0.0798544404328956,   0
5, 1, 18, 301, 206, 206,   0, 4.33800716042879
5, 1, 19, 301, 206, 2006, 0.0784110426461453,   0
5, 1, 19, 301, 206, 206,   0, 4.25959611778265
5, 1, 1, 301, 207, 2006, 0.343969653438569,   0
5, 1, 1, 301, 207, 207,   0, 14.7159768465614
5, 1, 2, 301, 207, 2006, 0.336113375696367,   0
5, 1, 2, 301, 207, 207,   0, 14.3798634708651
5, 1, 3, 301, 207, 2006, 0.328436535585793,   0
5, 1, 3, 301, 207, 207,   0, 14.0514269352793
5, 1, 4, 301, 207, 2006, 0.320935034745665,   0
5, 1, 4, 301, 207, 207,   0, 13.7304919005336
5, 1, 5, 301, 207, 2006, 0.313604868421518,   0
5, 1, 5, 301, 207, 207,   0, 13.4168870321121
5, 1, 6, 301, 207, 2006, 0.306442123327598,   0
5, 1, 6, 301, 207, 207,   0, 13.1104449087845
5, 1, 7, 301, 207, 2006, 0.299442975557715,   0
5, 1, 7, 301, 207, 207,   0, 12.8110019332268
5, 1, 8, 301, 207, 2006, 0.292603688543837,   0
5, 1, 8, 301, 207, 207,   0, 12.5183982446829
5, 1, 9, 301, 207, 2006, 0.285920611061238,   0
5, 1, 9, 301, 207, 207,   0, 12.2324776336217
5, 1, 10, 301, 207, 2006, 0.2793901752793,   0
5, 1, 10, 301, 207, 207,   0, 11.9530874583424
5, 1, 11, 301, 207, 2006, 0.27300889485676,   0
5, 1, 11, 301, 207, 207,   0, 11.6800785634856
5, 1, 12, 301, 207, 2006, 0.2667733630805,   0
5, 1, 12, 301, 207, 207,   0, 11.4133052004051
5, 1, 13, 301, 207, 2006, 0.260680251046839,   0
5, 1, 13, 301, 207, 207,   0, 11.1526249493583
5, 1, 14, 301, 207, 2006, 0.254726305884358,   0
5, 1, 14, 301, 207, 207,   0, 10.8978986434739
5, 1, 15, 301, 207, 2006, 0.248908349017334,   0
5, 1, 15, 301, 207, 207,   0, 10.6489902944566
5, 1, 16, 301, 207, 2006, 0.243223274468798,   0
5, 1, 16, 301, 207, 207,   0, 10.4057670199878
5, 1, 17, 301, 207, 2006, 0.237668047202403,   0
5, 1, 17, 301, 207, 207,   0, 10.1680989727854
5, 1, 18, 301, 207, 2006, 0.232239701502131,   0
5, 1, 18, 301, 207, 207,   0, 9.93585927128328
5, 1, 19, 301, 207, 2006, 0.226935339389,   0
5, 1, 19, 301, 207, 207,   0, 9.70892393189428
5, 1, 1, 301, 208, 2006, 0.044333527058706,   0
5, 1, 1, 301, 208, 208,   0, 4.7748493529413
5, 1, 2, 301, 208, 2006, 0.0439256857979764,   0
5, 1, 2, 301, 208, 208,   0, 4.73092366714332
5, 1, 3, 301, 208, 2006, 0.0435215964267313,   0
5, 1, 3, 301, 208, 208,   0, 4.68740207071659
5, 1, 4, 301, 208, 2006, 0.0431212244298864,   0
5, 1, 4, 301, 208, 208,   0, 4.6442808462867
5, 1, 5, 301, 208, 2006, 0.0427245356098798,   0
5, 1, 5, 301, 208, 208,   0, 4.60155631067682
5, 1, 6, 301, 208, 2006, 0.0423314960837402,   0
5, 1, 6, 301, 208, 208,   0, 4.55922481459308
5, 1, 7, 301, 208, 2006, 0.0419420722802055,   0
5, 1, 7, 301, 208, 208,   0, 4.51728274231288
5, 1, 8, 301, 208, 2006, 0.0415562309368411,   0
5, 1, 8, 301, 208, 208,   0, 4.47572651137603
5, 1, 9, 301, 208, 2006, 0.0411739390972139,   0
5, 1, 9, 301, 208, 208,   0, 4.43455257227882
5, 1, 10, 301, 208, 2006, 0.0407951641080651,   0
5, 1, 10, 301, 208, 208,   0, 4.39375740817076
5, 1, 11, 301, 208, 2006, 0.0404198736165267,   0
5, 1, 11, 301, 208, 208,   0, 4.35333753455423
5, 1, 12, 301, 208, 2006, 0.0400480355673576,   0
5, 1, 12, 301, 208, 208,   0, 4.31328949898687
5, 1, 13, 301, 208, 2006, 0.0396796182002053,   0
5, 1, 13, 301, 208, 208,   0, 4.27360988078667
5, 1, 14, 301, 208, 2006, 0.0393145900468941,   0
5, 1, 14, 301, 208, 208,   0, 4.23429529073977
5, 1, 15, 301, 208, 2006, 0.0389529199287333,   0
5, 1, 15, 301, 208, 208,   0, 4.19534237081104
5, 1, 16, 301, 208, 2006, 0.0385945769538605,   0
5, 1, 16, 301, 208, 208,   0, 4.15674779385718
5, 1, 17, 301, 208, 2006, 0.0382395305145966,   0
5, 1, 17, 301, 208, 208,   0, 4.11850826334258
5, 1, 18, 301, 208, 2006, 0.0378877502848374,   0
5, 1, 18, 301, 208, 208,   0, 4.08062051305774
5, 1, 19, 301, 208, 2006, 0.0375392062174571,   0
5, 1, 19, 301, 208, 208,   0, 4.04308130684029
5, 1, 1, 301, 209, 2006, 9.68483206920922,   0
5, 1, 1, 301, 209, 209,   0, 23.3812529307908
5, 1, 2, 301, 209, 2006, 6.84821043079079,   0
5, 1, 2, 301, 209, 209,   0, 16.5330425
5, 1, 3, 301, 209, 2006, 4.84241603460461,   0
5, 1, 3, 301, 209, 209,   0, 11.6906264653954
