Type, YearCreated, YearReported,  Market, FromPool, To_Gas/Pool, AmountEmitted, AmountRetained
5, 1, 17, 300, 201, 201, 0, 1.73293998287647 
5, 1, 18, 300, 201, 201, 0, 1.22537361328125 
5, 1, 19, 300, 201, 201, 0, 0.866469991438234 
5, 1, 1, 301, 400, 400, 0, 665.448953424564 
5, 1, 2, 301, 400, 400, 0, 470.5434675 
5, 1, 3, 301, 400, 400, 0, 332.724476712282 
5, 1, 4, 301, 400, 400, 0, 235.27173375 
5, 1, 5, 301, 400, 400, 0, 166.362238356141 
5, 1, 6, 301, 400, 400, 0, 117.635866875 
5, 1, 7, 301, 400, 400, 0, 83.1811191780705 
5, 1, 8, 301, 400, 400, 0, 58.8179334375 
5, 1, 9, 301, 400, 400, 0, 41.5905595890352 
5, 1, 10, 301, 400, 400, 0, 29.40896671875 
5, 1, 11, 301, 400, 400, 0, 20.7952797945176 
5, 1, 12, 301, 400, 400, 0, 14.704483359375 
5, 1, 13, 301, 400, 400, 0, 10.3976398972588 
5, 1, 14, 301, 400, 400, 0, 7.3522416796875 
5, 1, 15, 301, 400, 400, 0, 5.1988199486294 
5, 1, 16, 301, 400, 400, 0, 3.67612083984375 
5, 1, 17, 301, 400, 400, 0, 2.5994099743147 
5, 1, 18, 301, 400, 400, 0, 1.83806041992187 
5, 1, 19, 301, 400, 400, 0, 1.29970498715735 
5, 1, 1, 301, 401, 401, 0, 73.9387726027293 
5, 1, 2, 301, 401, 401, 0, 52.2826075 
5, 1, 3, 301, 401, 401, 0, 36.9693863013647 
5, 1, 4, 301, 401, 401, 0, 26.14130375 
5, 1, 5, 301, 401, 401, 0, 18.4846931506823 
5, 1, 6, 301, 401, 401, 0, 13.070651875 
5, 1, 7, 301, 401, 401, 0, 9.24234657534116 
5, 1, 8, 301, 401, 401, 0, 6.5353259375 
5, 1, 9, 301, 401, 401, 0, 4.62117328767058 
5, 1, 10, 301, 401, 401, 0, 3.26766296875 
5, 1, 11, 301, 401, 401, 0, 2.31058664383529 
5, 1, 12, 301, 401, 401, 0, 1.633831484375 
5, 1, 13, 301, 401, 401, 0, 1.15529332191765 
5, 1, 14, 301, 401, 401, 0, 0.8169157421875 
5, 1, 15, 301, 401, 401, 0, 0.577646660958823 
5, 1, 16, 301, 401, 401, 0, 0.40845787109375 
5, 1, 17, 301, 401, 401, 0, 0.288823330479411 
5, 1, 18, 301, 401, 401, 0, 0.204228935546875 
5, 1, 19, 301, 401, 401, 0, 0.144411665239706 
5, 2, 2, 300, 204, 204, 0, 65.7702062519778 
5, 2, 3, 300, 204, 204, 0, 65.2656136953153 
5, 2, 4, 300, 204, 204, 0, 64.7648923998629 
5, 2, 5, 300, 204, 204, 0, 64.2680126650964 
5, 2, 6, 300, 204, 204, 0, 63.774945018356 
5, 2, 7, 300, 204, 204, 0, 63.2856602130973 
5, 2, 8, 300, 204, 204, 0, 62.8001292271573 
5, 2, 9, 300, 204, 204, 0, 62.3183232610325 
5, 2, 10, 300, 204, 204, 0, 61.8402137361706 
5, 2, 11, 300, 204, 204, 0, 61.3657722932756 
5, 2, 12, 300, 204, 204, 0, 60.8949707906256 
5, 2, 13, 300, 204, 204, 0, 60.4277813024035 
5, 2, 14, 300, 204, 204, 0, 59.9641761170403 
5, 2, 15, 300, 204, 204, 0, 59.5041277355721 
5, 2, 16, 300, 204, 204, 0, 59.0476088700081 
5, 2, 17, 300, 204, 204, 0, 58.5945924417127 
5, 2, 18, 300, 204, 204, 0, 58.145051579799 
5, 2, 19, 300, 204, 204, 0, 57.6989596195348 
5, 2, 2, 300, 205, 205, 0, 5.25351812851377 
5, 2, 3, 300, 205, 205, 0, 5.20518898353145 
5, 2, 4, 300, 205, 205, 0, 5.15730443704437 
5, 2, 5, 300, 205, 205, 0, 5.10986039901905 
5, 2, 6, 300, 205, 205, 0, 5.06285281704779 
5, 2, 7, 300, 205, 205, 0, 5.01627767600254 
5, 2, 8, 300, 205, 205, 0, 4.970130997692 
5, 2, 9, 300, 205, 205, 0, 4.92440884052176 
5, 2, 10, 300, 205, 205, 0, 4.87910729915767 
5, 2, 11, 300, 205, 205, 0, 4.83422250419228 
5, 2, 12, 300, 205, 205, 0, 4.78975062181428 
